sequence,scene,amount
2019-03-14,sz300720,28.48
2019-03-14,sz300721,20.68
2019-03-14,sz300722,36.0
2019-03-14,sz300723,32.38
2019-03-14,sz300725,89.33
2019-03-14,sz300726,21.5
2019-03-14,sz300727,20.78
2019-03-14,sz300729,26.5
2019-03-14,sz300730,21.3
2019-03-14,sz300731,32.0
2019-03-14,sz300732,38.16
2019-03-14,sz300733,15.42
2019-03-14,sz300735,25.0
2019-03-14,sz300736,22.0
2019-03-14,sz300737,9.98
2019-03-14,sz300738,46.0
2019-03-14,sz300739,24.79
2019-03-14,sz300740,18.35
2019-03-14,sz300741,43.77
2019-03-14,sz399001,9521.625
2019-03-14,sz399002,11517.735
2019-03-14,sz399003,5165.561
2019-03-14,sz399004,4990.025
2019-03-14,sz399005,6168.145
2019-03-14,sz399006,1676.614
2019-03-14,sz399007,3994.563
2019-03-14,sz399008,1224.142
2019-03-14,sz399009,3955.718
2019-03-14,sz399010,6072.866
2019-03-14,sz399011,4589.442
2019-03-14,sz399012,2467.617
2019-03-14,sz399013,4297.105
2019-03-14,sz399015,1996.512
2019-03-14,sz399016,2888.115
2019-03-14,sz399017,2450.044
2019-03-14,sz399018,3318.84
2019-03-14,sz399100,7473.806
2019-03-14,sz399101,9560.954
2019-03-14,sz399102,2006.354
2019-03-14,sz399103,5752.416
2019-03-14,sz399106,1643.351
2019-03-14,sz399107,1718.688
2019-03-14,sz399108,1000.144
2019-03-14,sz399231,1617.71
2019-03-14,sz399232,1731.833
2019-03-14,sz399233,1799.998
2019-03-14,sz399234,780.704
2019-03-14,sz399235,1342.667
2019-03-14,sz399236,1539.855
2019-03-14,sz399237,1100.524
2019-03-14,sz399238,1184.118
2019-03-14,sz399239,1818.982
2019-03-14,sz399240,1088.371
2019-03-14,sz399241,2612.52
2019-03-14,sz399242,1197.525
2019-03-14,sz399243,1764.752
2019-03-14,sz399244,945.74
2019-03-14,sz399248,1050.619
2019-03-14,sz399249,680.629
2019-03-14,sz399297,2937.139
2019-03-14,sz399298,165.229
2019-03-14,sz399299,178.395
2019-03-14,sz399300,3710.293
2019-03-14,sz399301,167.891
2019-03-14,sz399302,171.241
2019-03-14,sz399303,6462.081
2019-03-14,sz399306,1142.622
2019-03-14,sz399307,206.31
2019-03-14,sz399310,5761.132
2019-03-14,sz399311,3742.687
2019-03-14,sz399312,4166.021
2019-03-14,sz399313,4326.82
2019-03-14,sz399314,3896.786
2019-03-14,sz399315,3726.219
2019-03-14,sz399316,4184.184
2019-03-14,sz399317,4337.863
2019-03-14,sz399318,4298.816
2019-03-14,sz399319,1628.917
2019-03-14,sz399320,2035.023
2019-03-14,sz399321,6039.914
2019-03-14,sz399322,7599.336
2019-03-14,sz399324,8509.034
2019-03-14,sz399326,4326.327
2019-03-14,sz399328,8718.616
2019-03-14,sz399330,3951.796
2019-03-14,sz399333,6859.036
2019-03-14,sz399335,4086.606
2019-03-14,sz399337,3838.321
2019-03-14,sz399339,5078.39
2019-03-14,sz399341,1532.322
2019-03-14,sz399344,4729.422
2019-03-14,sz399346,3441.096
2019-03-14,sz399348,5653.998
2019-03-14,sz399350,1572.37
2019-03-14,sz399351,7619.388
2019-03-14,sz399352,7069.311
2019-03-14,sz399353,2507.54
2019-03-14,sz399354,6011.354
2019-03-14,sz399355,3633.613
2019-03-14,sz399356,8718.496
2019-03-14,sz399357,2902.82
2019-03-14,sz399358,3125.444
2019-03-14,sz399359,2612.783
2019-03-14,sz399360,4003.879
2019-03-14,sz399361,5315.853
2019-03-14,sz399362,5234.032
2019-03-14,sz399363,4389.284
2019-03-14,sz399364,6961.183
2019-03-14,sz399365,9122.346
2019-03-14,sz399366,2013.857
2019-03-14,sz399367,6124.222
2019-03-14,sz399368,6010.005
2019-03-14,sz399369,1437.232
2019-03-14,sz399370,3683.743
2019-03-14,sz399371,6033.783
2019-03-14,sz399372,3632.394
2019-03-14,sz399373,7226.437
2019-03-14,sz399374,3853.651
2019-03-14,sz399375,5209.914
2019-03-14,sz399376,4732.5
2019-03-14,sz399377,5883.288
2019-03-14,sz399378,2317.679
2019-03-14,sz399379,6501.351
2019-03-14,sz399380,1302.809
2019-03-14,sz399381,2231.877
2019-03-14,sz399382,2165.78
2019-03-14,sz399383,2244.038
2019-03-14,sz399384,3186.296
2019-03-14,sz399385,8160.792
2019-03-14,sz399386,6072.078
2019-03-14,sz399387,5006.81
2019-03-14,sz399388,3587.008
2019-03-14,sz399389,4041.806
2019-03-14,sz399390,2250.12
2019-03-14,sz399391,2379.315
2019-03-14,sz399392,2147.296
2019-03-14,sz399393,6521.813
2019-03-14,sz399394,9095.17
2019-03-14,sz399395,3612.325
2019-03-14,sz399396,13522.868
2019-03-14,sz399397,2003.108
2019-03-14,sz399398,8028.661
2019-03-14,sz399399,6572.996
2019-03-14,sz399400,3217.042
2019-03-14,sz399401,3579.812
2019-03-14,sz399402,2899.989
2019-03-14,sz399403,6428.6
2019-03-14,sz399404,5519.702
2019-03-14,sz399405,1998.519
2019-03-14,sz399406,10880.903
2019-03-14,sz399407,2392.505
2019-03-14,sz399408,11028.141
2019-03-14,sz399409,3982.006
2019-03-14,sz399410,1908.691
2019-03-14,sz399411,3017.251
2019-03-14,sz399412,1860.416
2019-03-14,sz399413,121.082
2019-03-14,sz399415,5240.995
2019-03-14,sz399416,3403.616
2019-03-14,sz399417,1881.714
2019-03-14,sz399418,2871.368
2019-03-14,sz399419,1808.711
2019-03-14,sz399420,1412.013
2019-03-14,sz399422,2767.896
2019-03-14,sz399423,2487.58
2019-03-14,sz399427,2538.637
2019-03-14,sz399428,2382.456
2019-03-14,sz399429,1222.593
2019-03-14,sz399431,6403.743
2019-03-14,sz399432,3032.73
2019-03-14,sz399433,1824.123
2019-03-14,sz399434,2248.674
2019-03-14,sz399435,4293.807
2019-03-14,sz399436,2716.542
2019-03-14,sz399437,5971.394
2019-03-14,sz399438,1891.121
2019-03-14,sz399439,1683.162
2019-03-14,sz399440,1459.021
2019-03-14,sz399441,2541.215
2019-03-14,sz399481,127.993
2019-03-14,sz399550,6526.783
2019-03-14,sz399551,6240.401
2019-03-14,sz399552,7034.02
2019-03-14,sz399553,5300.681
2019-03-14,sz399554,6542.207
2019-03-14,sz399555,4312.017
2019-03-14,sz399556,1641.296
2019-03-14,sz399557,1602.997
2019-03-14,sz399602,1050.812
2019-03-14,sz399604,1345.367
2019-03-14,sz399606,1756.331
2019-03-14,sz399608,2266.234
2019-03-14,sz399610,4784.901
2019-03-14,sz399611,1850.852
2019-03-14,sz399612,1696.572
2019-03-14,sz399613,2773.834
2019-03-14,sz399614,2385.646
2019-03-14,sz399615,2400.774
2019-03-14,sz399616,5151.263
2019-03-14,sz399617,9340.115
2019-03-14,sz399618,9219.501
2019-03-14,sz399619,5293.36
2019-03-14,sz399620,3434.971
2019-03-14,sz399621,3389.681
2019-03-14,sz399622,1786.307
2019-03-14,sz399623,6835.082
2019-03-14,sz399624,1725.06
2019-03-14,sz399625,1570.022
2019-03-14,sz399626,1342.702
2019-03-14,sz399627,1694.502
2019-03-14,sz399628,1764.9
2019-03-14,sz399629,2047.34
2019-03-14,sz399630,1319.417
2019-03-14,sz399631,1796.783
2019-03-14,sz399632,3948.075
2019-03-14,sz399633,4789.212
2019-03-14,sz399634,3304.469
2019-03-14,sz399635,1631.105
2019-03-14,sz399636,3239.873
2019-03-14,sz399637,4813.747
2019-03-14,sz399638,3332.941
2019-03-14,sz399639,2235.208
2019-03-14,sz399640,1630.6
2019-03-14,sz399641,1694.522
2019-03-14,sz399642,1543.088
2019-03-14,sz399643,1862.775
2019-03-14,sz399644,2976.492
2019-03-14,sz399645,7937.817
2019-03-14,sz399646,6799.73
2019-03-14,sz399647,9339.767
2019-03-14,sz399648,8433.73
2019-03-14,sz399649,2620.293
2019-03-14,sz399650,2041.694
2019-03-14,sz399651,1534.645
2019-03-14,sz399652,2242.726
2019-03-14,sz399653,2017.286
2019-03-14,sz399654,2713.707
2019-03-14,sz399655,7810.241
2019-03-14,sz399656,4941.642
2019-03-14,sz399657,5529.475
2019-03-14,sz399658,3878.37
2019-03-14,sz399659,3508.617
2019-03-14,sz399660,2051.138
2019-03-14,sz399661,4988.965
2019-03-14,sz399662,1632.182
2019-03-14,sz399663,1355.549
2019-03-14,sz399664,1003.453
2019-03-14,sz399665,1513.653
2019-03-14,sz399666,1344.337
2019-03-14,sz399667,2288.906
2019-03-14,sz399668,2671.23
2019-03-14,sz399669,7910.311
2019-03-14,sz399670,2619.548
2019-03-14,sz399671,6464.312
2019-03-14,sz399672,3587.214
2019-03-14,sz399673,1346.835
2019-03-14,sz399674,1888.903
2019-03-14,sz399675,3039.718
2019-03-14,sz399676,2455.076
2019-03-14,sz399677,3617.74
2019-03-14,sz399678,863.641
2019-03-14,sz399679,4379.169
2019-03-14,sz399680,566.805
2019-03-14,sz399681,868.312
2019-03-14,sz399682,981.91
2019-03-14,sz399683,1533.806
2019-03-14,sz399684,1885.661
2019-03-14,sz399685,1847.214
2019-03-14,sz399686,1659.833
2019-03-14,sz399687,2260.462
2019-03-14,sz399688,1609.209
2019-03-14,sz399689,1048.384
2019-03-14,sz399690,1807.933
2019-03-14,sz399691,2527.817
2019-03-14,sz399692,2439.594
2019-03-14,sz399693,3454.834
2019-03-14,sz399694,2496.267
2019-03-14,sz399695,2314.128
2019-03-14,sz399696,2100.243
2019-03-14,sz399697,3742.997
2019-03-14,sz399698,16495.625
2019-03-14,sz399699,3400.841
2019-03-14,sz399701,7159.818
2019-03-14,sz399702,6548.759
2019-03-14,sz399703,6326.388
2019-03-14,sz399704,3581.56
2019-03-14,sz399705,2188.377
2019-03-14,sz399706,5339.629
2019-03-14,sz399707,6459.97
2019-03-14,sz399802,4906.871
2019-03-14,sz399803,2262.095
2019-03-14,sz399804,1537.576
2019-03-14,sz399805,2895.459
2019-03-14,sz399806,1710.092
2019-03-14,sz399807,1686.506
2019-03-14,sz399808,1573.63
2019-03-14,sz399809,2221.261
2019-03-14,sz399810,3194.051
2019-03-14,sz399811,2447.278
2019-03-14,sz399812,7518.612
2019-03-14,sz399813,5155.029
2019-03-14,sz399814,1151.18
2019-03-14,sz399817,1334.821
2019-03-14,sz399901,5211.854
2019-03-14,sz399903,3844.05
2019-03-14,sz399904,3839.871
2019-03-14,sz399905,5381.11
2019-01-25,sz399908,1571.527
2019-01-25,sz399909,1726.689
2019-01-25,sz399910,1980.022
2019-01-25,sz399911,4399.996
2019-01-25,sz399912,12811.976
2019-03-14,sz399913,9572.807
2019-03-14,sz399914,6409.022
2019-01-25,sz399917,1791.582
2019-03-14,sz399918,4195.098
2019-01-25,sz399919,4288.832
2019-01-25,sz399922,4001.481
2019-01-25,sz399925,3909.623
2019-03-14,sz399928,1898.841
2019-01-25,sz399931,4025.82
2019-03-14,sz399932,12344.537
2019-03-14,sz399933,9354.193
2019-03-14,sz399934,6194.034
2019-03-14,sz399935,4103.582
2019-01-25,sz399939,1288.007
2019-03-14,sz399944,2396.751
2019-01-25,sz399950,1767.627
2019-01-25,sz399951,5493.586
2019-01-25,sz399952,7574.808
2019-01-25,sz399957,1212.158
2019-03-14,sz399958,985.292
2019-03-14,sz399959,1117.054
2019-01-25,sz399961,1984.836
2019-01-25,sz399963,4410.161
2019-01-25,sz399964,6021.097
2019-03-14,sz399965,6848.944
2019-03-14,sz399966,6257.103
2019-03-14,sz399967,8287.438
2019-01-25,sz399969,3342.733
2019-03-14,sz399970,2201.511
2019-03-14,sz399971,1500.344
2019-03-14,sz399972,4277.735
2019-03-14,sz399973,1213.075
2019-03-14,sz399974,1448.445
2019-03-14,sz399975,789.37
2019-03-14,sz399976,1693.063
2019-01-25,sz399977,964.151
2019-01-25,sz399978,9815.345
2019-01-25,sz399979,3175.089
2019-03-14,sz399982,6489.173
2019-03-14,sz399983,7481.732
2019-03-14,sz399986,6388.697
2019-03-14,sz399987,3314.467
2019-03-14,sz399989,7538.997
2019-03-14,sz399990,1807.908
2019-03-14,sz399991,1562.608
2019-03-14,sz399992,1459.262
2019-03-14,sz399993,2452.316
2019-03-14,sz399994,1705.998
2019-03-14,sz399995,4576.356
2019-03-14,sz399996,2467.866
2019-03-14,sz399997,5797.448
2019-03-14,sz399998,1390.008
